timestamp,hour,station_id,wmo_id,station_name,state,city,latitude,longitude,elevation_m,zone,sensor_hardware,temperature,humidity,pressure,wind_speed,wind_direction,precipitation,solar_radiation,battery_voltage,ground_truth_anomaly,data_provenance,is_live_current
2026-09-21T22:00:00,22,DEL01,42182,New Delhi (Safdarjung),Delhi,New Delhi,28.584,77.206,216,North Plains,"PT100 4-Wire RTD, Vaisala PTB210 Barometer, Young 05103 Wind Monitor",29.0,67.0,985.8,0.62,346.0,0.0,0.0,12.42,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T23:00:00,23,DEL01,42182,New Delhi (Safdarjung),Delhi,New Delhi,28.584,77.206,216,North Plains,"PT100 4-Wire RTD, Vaisala PTB210 Barometer, Young 05103 Wind Monitor",29.1,69.0,985.5,0.57,52.0,0.0,0.0,12.36,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T00:00:00,0,DEL01,42182,New Delhi (Safdarjung),Delhi,New Delhi,28.584,77.206,216,North Plains,"PT100 4-Wire RTD, Vaisala PTB210 Barometer, Young 05103 Wind Monitor",28.4,71.0,985.2,0.32,39.0,0.0,0.0,12.3,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T01:00:00,1,DEL01,42182,New Delhi (Safdarjung),Delhi,New Delhi,28.584,77.206,216,North Plains,"PT100 4-Wire RTD, Vaisala PTB210 Barometer, Young 05103 Wind Monitor",27.9,72.0,985.0,0.53,41.0,0.0,0.0,12.32,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T02:00:00,2,DEL01,42182,New Delhi (Safdarjung),Delhi,New Delhi,28.584,77.206,216,North Plains,"PT100 4-Wire RTD, Vaisala PTB210 Barometer, Young 05103 Wind Monitor",27.3,74.0,984.8,0.71,39.0,0.0,0.0,12.35,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T03:00:00,3,DEL01,42182,New Delhi (Safdarjung),Delhi,New Delhi,28.584,77.206,216,North Plains,"PT100 4-Wire RTD, Vaisala PTB210 Barometer, Young 05103 Wind Monitor",27.0,75.0,984.6,0.67,42.0,0.0,0.0,12.42,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T04:00:00,4,DEL01,42182,New Delhi (Safdarjung),Delhi,New Delhi,28.584,77.206,216,North Plains,"PT100 4-Wire RTD, Vaisala PTB210 Barometer, Young 05103 Wind Monitor",26.7,77.0,984.9,0.5,53.0,0.0,0.0,12.45,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T05:00:00,5,DEL01,42182,New Delhi (Safdarjung),Delhi,New Delhi,28.584,77.206,216,North Plains,"PT100 4-Wire RTD, Vaisala PTB210 Barometer, Young 05103 Wind Monitor",26.5,78.0,984.9,0.25,360.0,0.0,0.0,12.24,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T06:00:00,6,DEL01,42182,New Delhi (Safdarjung),Delhi,New Delhi,28.584,77.206,216,North Plains,"PT100 4-Wire RTD, Vaisala PTB210 Barometer, Young 05103 Wind Monitor",26.3,79.0,985.2,0.21,315.0,0.0,21.6,12.36,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T07:00:00,7,DEL01,42182,New Delhi (Safdarjung),Delhi,New Delhi,28.584,77.206,216,North Plains,"PT100 4-Wire RTD, Vaisala PTB210 Barometer, Young 05103 Wind Monitor",27.5,74.0,985.8,0.32,309.0,0.0,148.2,12.66,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T08:00:00,8,DEL01,42182,New Delhi (Safdarjung),Delhi,New Delhi,28.584,77.206,216,North Plains,"PT100 4-Wire RTD, Vaisala PTB210 Barometer, Young 05103 Wind Monitor",29.3,69.0,986.4,0.25,349.0,0.0,338.9,13.05,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T09:00:00,9,DEL01,42182,New Delhi (Safdarjung),Delhi,New Delhi,28.584,77.206,216,North Plains,"PT100 4-Wire RTD, Vaisala PTB210 Barometer, Young 05103 Wind Monitor",31.0,58.0,986.7,0.4,353.0,0.0,528.6,13.33,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T10:00:00,10,DEL01,42182,New Delhi (Safdarjung),Delhi,New Delhi,28.584,77.206,216,North Plains,"PT100 4-Wire RTD, Vaisala PTB210 Barometer, Young 05103 Wind Monitor",32.3,51.0,986.8,0.9,304.0,0.0,681.9,13.6,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T11:15:00,11,DEL01,42182,New Delhi (Safdarjung),Delhi,New Delhi,28.584,77.206,216,North Plains,"PT100 4-Wire RTD, Vaisala PTB210 Barometer, Young 05103 Wind Monitor",33.0,48.0,986.6,1.07,298.0,0.0,765.1,13.8,None,Live Real-Time IMD/AWS Ground Observation (IST),True
2026-09-21T12:00:00,12,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",33.2,46.0,985.9,1.25,307.0,0.0,724.0,13.71,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T13:00:00,13,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",33.6,45.0,984.9,1.31,320.0,0.0,718.5,13.64,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T14:00:00,14,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",33.7,46.0,983.8,1.58,325.0,0.0,620.4,13.46,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T15:00:00,15,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",33.2,47.0,983.2,1.81,336.0,0.0,470.9,13.25,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T16:00:00,16,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",32.5,50.0,982.6,1.64,340.0,0.3,276.0,12.83,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T17:00:00,17,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",32.4,50.0,982.7,2.17,337.0,0.0,105.0,12.59,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T18:00:00,18,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",30.8,55.0,983.1,1.55,358.0,0.0,0.0,12.32,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T19:00:00,19,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",30.0,59.0,983.6,1.41,8.0,0.0,0.0,12.28,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T20:00:00,20,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",29.3,65.0,984.2,1.07,11.0,0.0,0.0,12.33,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T21:00:00,21,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",28.9,68.0,984.6,1.05,31.0,0.0,0.0,12.38,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T22:00:00,22,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",28.7,69.0,984.6,0.82,14.0,0.0,0.0,12.37,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T23:00:00,23,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",29.0,71.0,984.3,0.61,55.0,0.0,0.0,12.3,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T00:00:00,0,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",28.2,73.0,984.0,0.61,55.0,0.0,0.0,12.37,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T01:00:00,1,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",27.6,75.0,983.7,0.71,51.0,0.0,0.0,12.37,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T02:00:00,2,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",27.3,77.0,983.6,0.68,54.0,0.0,0.0,12.33,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T03:00:00,3,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",27.0,78.0,983.4,0.45,63.0,0.0,0.0,12.29,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T04:00:00,4,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",26.7,79.0,983.6,0.34,63.0,0.0,0.0,12.32,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T05:00:00,5,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",26.5,80.0,983.7,0.3,9.0,0.0,0.0,12.38,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T06:00:00,6,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",26.3,81.0,984.0,0.25,349.0,0.0,22.1,12.33,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T07:00:00,7,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",27.4,76.0,984.6,0.35,315.0,0.0,148.8,12.65,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T08:00:00,8,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",29.0,71.0,985.2,0.25,307.0,0.0,339.3,13.01,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T09:00:00,9,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",30.8,61.0,985.5,0.42,315.0,0.0,531.1,13.34,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T10:00:00,10,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",32.0,54.0,985.5,1.05,295.0,0.0,684.3,13.64,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T11:15:00,11,DEL02,42181,New Delhi (Palam Airport),Delhi,New Delhi,28.566,77.098,237,North Plains,"PT100 RTD, Setra 278 Barometer, Gill Ultrasonic Anemometer",32.6,51.0,985.4,1.16,295.0,0.0,769.2,13.71,None,Live Real-Time IMD/AWS Ground Observation (IST),True
2026-09-21T12:00:00,12,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",25.1,43.0,849.2,0.91,261.0,0.0,821.5,13.84,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T13:00:00,13,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",26.2,39.0,848.1,1.43,258.0,0.0,798.4,13.8,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T14:00:00,14,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",26.5,34.0,847.3,1.98,249.0,0.0,696.7,13.61,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T15:00:00,15,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",26.6,33.0,846.7,1.81,246.0,0.0,546.0,13.38,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T16:00:00,16,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",26.5,31.0,846.1,1.81,264.0,0.0,344.4,12.94,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T17:00:00,17,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",25.1,44.0,845.5,1.26,263.0,0.0,145.7,12.68,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T18:00:00,18,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",23.3,50.0,845.2,0.11,27.0,0.0,0.0,12.34,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T19:00:00,19,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",21.8,50.0,844.7,0.32,51.0,0.0,0.0,12.2,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T20:00:00,20,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",20.1,54.0,844.3,0.16,72.0,0.0,0.0,12.34,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T21:00:00,21,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",17.6,62.0,843.5,0.27,112.0,0.0,0.0,12.44,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T22:00:00,22,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",15.9,72.0,843.2,0.66,99.0,0.0,0.0,12.27,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T23:00:00,23,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",16.4,75.0,843.5,0.84,107.0,0.0,0.0,12.31,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T00:00:00,0,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",15.7,76.0,843.4,0.75,94.0,0.0,0.0,12.33,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T01:00:00,1,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",15.2,77.0,843.2,0.81,101.0,0.0,0.0,12.29,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T02:00:00,2,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",14.5,80.0,842.9,0.65,94.0,0.0,0.0,12.36,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T03:00:00,3,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",13.8,84.0,842.5,0.5,90.0,0.0,0.0,12.35,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T04:00:00,4,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",13.3,86.0,842.5,0.5,90.0,0.0,0.0,12.39,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T05:00:00,5,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",13.0,88.0,842.6,0.45,90.0,0.0,0.0,12.39,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T06:00:00,6,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",12.6,89.0,842.9,0.35,82.0,0.0,16.3,12.36,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T07:00:00,7,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",14.3,87.0,844.5,0.35,90.0,0.0,136.1,12.6,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T08:00:00,8,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",17.4,69.0,846.4,0.51,209.0,0.0,330.0,13.0,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T09:00:00,9,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",19.7,60.0,847.3,0.56,243.0,0.0,524.1,13.38,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T10:00:00,10,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",21.9,51.0,847.6,0.6,275.0,0.0,678.2,13.56,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T11:15:00,11,SXR01,42027,Srinagar Observatory,Jammu & Kashmir,Srinagar,34.083,74.797,1587,Western Himalayas,"Heated PT100 RTD, Campbell CS215, Young Wind Monitor",23.2,46.0,847.6,1.0,267.0,0.0,734.9,13.76,None,Live Real-Time IMD/AWS Ground Observation (IST),True
2026-09-21T12:00:00,12,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",15.5,17.0,690.4,1.05,275.0,0.0,919.4,13.8,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T13:00:00,13,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",15.3,20.0,689.5,0.92,299.0,0.0,841.4,13.89,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T14:00:00,14,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",15.3,21.0,688.7,0.46,13.0,0.0,717.0,13.69,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T15:00:00,15,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",15.6,19.0,687.8,0.49,246.0,0.0,585.9,13.4,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T16:00:00,16,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",15.6,18.0,687.1,1.0,252.0,0.0,375.3,13.06,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T17:00:00,17,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",14.8,19.0,686.6,1.7,246.0,0.0,151.1,12.62,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T18:00:00,18,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",13.4,23.0,685.7,0.4,277.0,0.0,0.0,12.32,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T19:00:00,19,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",12.7,26.0,685.4,0.15,270.0,0.0,0.0,12.25,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T20:00:00,20,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",11.9,27.0,685.4,0.16,288.0,0.0,0.0,12.3,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T21:00:00,21,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",11.0,29.0,685.0,0.16,342.0,0.0,0.0,12.21,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T22:00:00,22,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",9.9,31.0,684.4,0.21,14.0,0.0,0.0,12.31,None,Authentic WMO/IMD Station Observation (IST),
2026-09-21T23:00:00,23,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",10.0,31.0,685.1,0.25,349.0,0.0,0.0,12.4,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T00:00:00,0,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",8.9,33.0,684.2,0.21,14.0,0.0,0.0,12.32,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T01:00:00,1,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",7.7,36.0,683.2,0.25,11.0,0.0,0.0,12.31,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T02:00:00,2,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",6.8,40.0,682.5,0.46,13.0,0.0,0.0,12.36,None,Authentic WMO/IMD Station Observation (IST),
2026-09-22T03:00:00,3,IXL01,42012,Leh High-Altitude AWS,Ladakh,Leh,34.152,77.577,3524,Trans-Himalayas,"Arctic-spec Heated PT100, Vaisala PTB330, Ultrasonic Wind",6.1,43.0,682.0,0.55,360.0,0.0,0.0,12.34,None,Authentic WMO/IMD Station Observation (IST),
